@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
280,100790,95,6.800002,8,189,10,11.7,7.14,5.6,1005,7.2,7.7,Moderada
279.599976,101090,91,11.5,2.000003,259,11.5,14,9.09,6.08,1009,7.5,7.9,Moderada
279.200012,101240,95,8.1,4.700002,246,7.8,9.8,10,6.85,1011.6,7,7.9,Moderada
280,101710,83,12.800001,-0.799998,269,11.3,14.7,10,7.26,1013.3,7.8,7.9,Moderada
279.599976,102110,70,11.600001,-3.8,285,8.7,11,12.9,7.14,1019.2,7.3,7.9,MuyAlta
278.5,102340,71,7,3.1,223,7.3,9.3,12.12,8.14,1022,7,7.9,Moderada
278.399994,102150,82,1.4,8.300003,175,3.5,5,13.79,8.42,1020.5,6.9,7.9,Moderada
280.600006,101590,79,3.5,3.700001,134,9.6,12.5,13.79,7.66,1013.9,5,7.9,Moderada
280.299988,101620,77,10,-11.799998,335,14.7,17.6,13.79,6.47,1014.4,5.8,7.9,Moderada
279.5,102390,77,9.200002,-12.7,339,9.9,11.8,12.9,7.04,1022.6,6.9,7.9,Moderada
278.999969,102940,82,8.600001,-6.599998,306,8.2,9.5,13.79,6.87,1027,7.2,7.8,Moderada
279.100006,103120,79,5.800002,-3.599998,292,6.5,7.9,12.12,7.29,1029.5,6.8,7.9,Moderada
278.799988,103190,72,3.000001,1.3,288,4.3,5.6,14.81,7.61,1031.3,6.7,7.9,Media
279.099976,103370,69,-0.699998,1.6,197,2,2.9,12.9,7.91,1033.2,6.5,7.8,Media
279,103360,67,-3.099998,5.100001,165,5.1,5.9,12.9,7.93,1034.3,6.2,7.8,Baja
279.299988,103330,69,-8.2,6.7,137,7.4,9.4,13.79,5.8,1033.4,6.3,7.8,Media
280.600006,103150,65,-13.599998,9.3,127,11.3,13.8,5.26,5.17,1032.2,6.6,7.8,Moderada
280.5,103040,74,-14.3,10.4,128,14.6,19,9.09,6.07,1031.1,6.9,7.7,MuyAlta
281.699982,102850,65,-17.099998,11.200002,117,15.5,18.5,12.12,7.79,1029.9,6.5,7.8,MuyAlta
281.299988,102640,68,-16.1,13.9,130,15.5,19.4,9.09,7.95,1027.3,7.1,7.7,MuyAlta
280.5,102520,78,-15.3,16.500002,134,16.8,20.7,9.09,7.8,1025.9,6.8,7.7,MuyAlta
281.599976,102530,84,-9.199999,15.8,144,15.4,19.5,12.9,8.34,1026.1,6.7,7.6,MuyAlta
281.899994,102640,91,-9.2,14.000003,144,12.6,15.9,10.81,8.13,1026.9,7.5,7.7,MuyAlta
281.599976,102620,96,-4.8,12.9,154,12.1,15,12.12,7.37,1026.9,7.9,7.7,MuyAlta
281.999969,102890,91,-0.099998,9.7,164,9.5,11.6,10.81,7.13,1027,8.1,7.8,Moderada
280.799988,103250,86,7.300002,2.100002,253,6.2,7.8,10.81,7.19,1031,7.7,7.8,Moderada
279.899963,103420,79,3.6,-5.3,310,5.3,6.7,10,7.3,1034.2,7.6,7.8,Moderada
279.399963,103280,81,-1.2,-5.3,344,2,3.1,10,7.35,1033.7,7.4,7.7,Moderada
279.600006,102790,91,-6.2,-5.5,70,8.3,9.7,11.43,7.48,1028.9,6.2,7.8,Media
280.600006,101770,92,-8.999998,4.300002,80,11.4,13.3,10,5.73,1020.1,6.1,7.8,Media
281.899994,100440,93,-0.399998,9.000002,158,10.2,12.3,10,5.87,1005.9,8,7.8,Moderada
280.499969,100080,91,16.9,-1.099998,221,8,9.3,10,6.69,992.7,7,7.8,MuyAlta
279.699982,100980,82,25.300001,-5.699998,298,18.9,24.1,9.09,7.37,1005.6,7.2,7.8,MuyAlta
278.899963,101560,72,20.200001,-4.799998,291,17.1,21.2,10,8.21,1011,6.6,7.7,MuyAlta
279.399963,101930,69,17.6,-7.099998,289,13.1,16,10,7.5,1016.5,6.4,7.7,Moderada
279.600006,102150,72,10.900003,-4.099997,294,11.1,15.2,11.43,6.92,1019.3,6.4,7.7,Moderada
280,102160,75,7.800002,-1.399998,281,7.2,9.3,9.09,7.27,1020.9,6.2,7.7,Media
279.799988,102150,70,4.400002,-0.6,279,2.4,3.7,10.81,6.49,1021.3,5.8,7.7,Media
280.200012,101970,72,-0.099998,0.500002,65,2.2,3.3,8.33,6.91,1020.1,5.6,7.7,Moderada
278.399994,101750,82,-4.699998,-0.999998,80,13.4,16.5,8.33,6.34,1016.8,4.9,7.7,Moderada
278.599976,101470,77,-7.6,-3.6,92,12.7,15.3,8.33,6.27,1017.2,3.9,7.6,MuyAlta
276.799988,101560,85,-11.3,-6.299998,69,11.9,14.4,10,7.15,1018.9,3.3,7.6,Moderada
275.600006,101610,84,-7.6,-9.199999,54,10.3,13,10,6.63,1017.9,2.7,7.5,MuyAlta
274.399994,101730,87,-4,-5.6,40,9.9,12.3,10,7.27,1017.4,2.6,7.6,Moderada
275.099976,101620,77,-1,-8.7,41,7.9,9.6,10,6.99,1016.7,3.2,7.5,Moderada
275.399994,101590,69,-5.3,-6.999999,44,2.9,4.6,10,7.34,1017,3.4,7.5,Media
276.100006,101350,58,-7.199998,-2.099998,78,6.2,8.2,8.33,6.94,1015.3,3.3,7.5,Moderada
276,100820,72,-14.499998,-2.299999,102,12.1,14.5,6.25,5.35,1010.3,3.9,7.5,Moderada
278.299988,100240,89,-15.699999,-3.5,76,13.3,16.1,7.14,5.77,1006.3,4.1,7.4,Moderada
279.200012,100250,95,-12.4,0.500002,87,14.3,17.5,9.09,6.22,1004.6,4.6,7.4,MuyAlta
281.100006,100520,92,-8.399999,2.600002,98,12.5,14.8,10,7.18,1005.8,5.8,7.4,Moderada
280.399994,100640,97,-10,2.400003,108,9,11.3,10,6.93,1007.9,6.9,7.4,Moderada
280.899994,100470,94,-11.8,-2,76,8.1,9.8,12.12,7.33,1006.8,6.9,7.4,Moderada
280.499969,100340,98,-5.6,-2,66,10.9,12.5,9.09,6.94,1005.7,7.1,7.4,MuyAlta
280.299988,100790,99,-0.3,0.2,48,9.6,12.3,10,7.23,1008.1,6.8,7.4,Moderada
279.599976,101170,100,-4.7,2.900002,51,6.7,8.4,10,7.38,1011.8,6.6,7.4,Moderada
281.100006,101110,95,-12.2,5.300002,105,6.1,7.5,9.09,7.34,1012,7,7.4,Moderada
281.600006,100760,97,-17.099998,7.700002,112,12.3,14.3,10.81,6.31,1010.3,8,7.4,Moderada
282.899994,100830,88,-14.799998,9.2,117,12.5,15.1,7.69,6.26,1009.1,7.9,7.4,MuyAlta
281.299988,100820,98,-7.399999,7.800002,125,12.3,15.2,11.43,7.27,1007.7,8.1,7.4,MuyAlta
280.899994,100930,97,-4.599998,5.900003,119,3.9,5,9.09,7.8,1009.5,7.3,7.4,Moderada
280.700012,100880,98,-0.399998,3.300002,153,3.2,4.6,11.43,7.43,1009.1,7.1,7.4,Moderada
281,100760,93,0.1,1.3,254,1.9,2.8,10.81,7.2,1007.4,6.8,7.4,Moderada
280.200012,100740,95,4.800002,1,288,2.3,4.1,11.43,7.66,1006.9,6.1,7.4,Moderada
279.399994,100840,86,9.200002,-0.899998,282,2.7,4,10.81,7.32,1007.2,5.8,7.4,Media
278.999969,101040,83,7.4,0.3,294,4.1,5.1,10,7.48,1009,6.2,7.4,Media
279.099976,101110,81,4.100001,0.600002,276,4.7,5.7,9.09,7.14,1009.8,6.5,7.4,Media
279.399994,101070,83,-1.799999,-0.2,271,4.3,4.9,8.33,7.18,1010,6.5,7.4,Media
279.399994,101030,93,-5.299998,4.2,174,4.9,5.8,13.79,7.36,1010.4,6.3,7.4,Baja
279.5,100970,92,-7.8,3.400002,132,6,7,10,6.23,1011.1,6.7,7.3,Media
280.099976,100820,93,-8.599998,3.000001,119,7.6,9.3,10.81,5.2,1009.7,6.9,7.3,Media
280.499969,100640,92,-8.399999,3.4,103,9.1,10.8,5.88,4.96,1007.8,7.1,7.3,Media
280.700012,100480,96,-4.5,7.000001,145,6.3,7.2,6.67,5.72,1005.6,7.3,7.4,Media
281,100560,92,-7.299998,10.900002,155,9.1,10.7,7.14,5.42,1006,7.8,7.3,Media
280.399963,100030,97,-14.399999,9.400002,123,13.4,16,6.67,5.22,1003.4,7.8,7.4,MuyAlta
281.399994,99520,95,-12.3,13.1,117,14.8,17.7,8.33,6.64,997.2,7.9,7.4,MuyAlta
281.899963,99330,95,-6.999999,12.8,135,13.2,16.2,9.09,6.53,993.2,8.6,7.4,MuyAlta
281.499969,99460,95,-4.199998,14.100003,156,11.2,13.7,10,7.14,994.3,8.3,7.4,MuyAlta
280.399963,100180,92,4.100001,13.500002,197,12,14.5,10,7.2,999.1,8.3,7.4,MuyAlta
279.999969,100890,84,1.000002,8.800001,192,9.3,11.2,10.81,7.35,1007.3,8,7.4,MuyAlta
281.200012,101050,82,-7.9,4.3,145,7.2,9.3,11.43,7.56,1010,7.7,7.4,Moderada
280.299988,100160,100,-18.099997,3.800002,107,11.5,14.2,10.81,7.65,1006.3,7.5,7.4,MuyAlta
282.899963,99330,90,-14.9,15.9,124,13.3,17.1,12.9,7.89,995.2,8.2,7.4,MuyAlta
281.600006,98830,95,-9.099998,17.100002,146,13.6,16.9,10.81,7.71,989.6,8.7,7.4,MuyAlta
281.299988,98580,96,-10.5,15.400002,137,11.9,14.8,10.81,7.97,987,8.1,7.4,MuyAlta
281.299988,98050,97,-8.599998,13.2,132,15.8,19.3,11.43,7.52,980.9,8.1,7.4,MuyAlta
280.399963,98160,95,0.900002,9.4,163,6.6,8.2,12.12,8.26,981.3,7.7,7.4,MuyAlta
280.100006,98280,87,7.900002,10,197,8,10.5,11.43,7.67,980.6,7.4,7.4,MuyAlta
279.200012,98750,84,9.300003,12.6,214,11.1,13.4,12.12,7.38,984.8,7.5,7.4,MuyAlta
281.100006,99080,78,2.3,13.7,195,10.4,12.8,12.12,7.52,988.2,6.7,7.4,MuyAlta
280.799988,99080,89,-0.799998,11.400003,164,7.2,9.2,12.12,8.05,990.5,7.5,7.4,MuyAlta
281.299988,98810,90,-2.399998,8.200002,155,7.3,9.2,12.12,8.56,986.3,7.3,7.5,MuyAlta
280.999969,98550,94,-0.299998,6.800002,161,4.7,6.3,12.12,8.1,984.5,7.7,7.5,Moderada
280,98730,91,9.1,2.000001,278,10.1,12.3,10.81,7.51,985.2,6.5,7.4,Moderada
279.099976,99190,79,5.700002,3.100002,256,5.9,7.6,10.81,8,990.3,6.8,7.4,Moderada
279.599976,99410,70,-1.4,2.200001,168,2.2,3.2,10,7.83,993.2,6.6,7.4,Moderada
279.600006,99390,81,-6.6,1.200001,103,4.3,5.3,10,8.09,994.2,7.1,7.4,Moderada
279.999969,99240,87,-7.2,-2.499999,71,6.4,7.9,10.81,7.91,994,6.9,7.4,Moderada
280.199982,99150,91,-2.4,-6,21,8.7,10.7,10,6.89,992.7,6.3,7.4,Moderada
279.899994,99250,85,5.2,-9.199999,5,11.6,13.9,10.81,6.32,992.5,5.7,7.4,Moderada
279.5,99760,86,9.7,-7.499997,339,11.8,14.7,7.14,5.93,996.7,5.6,7.4,Moderada
279.200012,100410,77,10.900002,-4.599998,312,7.2,8.8,7.14,6.13,1002.7,6,7.4,Media
278.600006,100970,73,8.200003,-1.099997,273,4.5,6.1,10,6.75,1008.3,6,7.4,Media
278.499969,101260,73,0.800002,3.3,149,3.7,4.7,11.43,7.39,1010.6,5.5,7.3,Media
279.899994,100740,83,-12.199997,2.7,120,7.2,8.5,11.43,6.69,1009.5,6.3,7.3,Moderada
281,99690,94,-9.099998,4.900002,94,15.3,19.3,6.67,5.61,996.7,6.8,7.3,Moderada
280.399994,99430,96,6.8,12.700002,183,13.7,17.8,7.69,6.28,993.3,7.2,7.3,Moderada
280.299988,99600,88,5.000001,7.500001,214,11.2,13.2,9.09,5.97,994.7,6.3,7.3,Moderada
279.799988,99430,93,1.200001,1.8,245,5.4,6.7,8.33,6.18,994,6,7.3,Moderada
280.100006,99020,92,-2.599998,1.6,74,2.3,3.5,10,6.71,991,5.9,7.3,Moderada
281.299988,98730,90,-3.399998,4.9,63,7.7,8.9,9.09,6.59,987.9,6.3,7.3,Moderada
280.799988,98210,92,3.600002,4.7,174,2.9,3.8,9.09,7.01,982.2,7.3,7.4,Moderada
279.199982,98720,100,12.600001,11.600003,228,13.3,16.9,10,5.83,984.3,6.9,7.3,Moderada
280.399963,99280,92,2.700001,11.400003,210,10.2,12.3,10.81,7.04,991.2,7.3,7.4,Moderada
279.799988,99110,100,-4.899999,12.5,164,9.5,11.1,10,6.9,992.8,7.9,7.4,Moderada
281.399994,99000,89,0.1,10.8,143,10.4,12.1,10.81,6.8,990.2,7.9,7.4,Moderada
280.5,99250,91,6.9,8.8,225,9.9,12.4,10.81,7.32,990.4,7.8,7.4,Moderada
281.899994,99550,71,-3.5,9.3,185,9.3,11.1,10.81,7.58,995.2,7.7,7.4,Moderada
280.499969,98640,98,-12.7,10.3,113,11.8,14.5,13.79,7.55,989,7.4,7.3,MuyAlta
280.899963,98740,92,10.600003,11,175,6,8,9.09,7.49,982.3,7.2,7.3,MuyAlta
281,99650,84,16.400002,10.8,234,17.1,22,11.43,7.52,991.3,7.2,7.3,MuyAlta
280.299988,100440,86,3.700001,8.100001,228,8.6,10.6,12.12,7.65,1003,7.3,7.3,Moderada
281.700012,100280,85,-8.9,7.900002,150,6.8,8.4,11.43,7.22,1003.4,7.2,7.3,Moderada
282.100006,99140,86,-11.799998,-1.899998,110,7,8.7,10.81,7.35,996.7,7.1,7.3,Moderada
279.899994,98590,100,6.400002,-8.199999,359,7.9,9.8,12.9,6.89,988,6.8,7.3,Moderada
278.699982,99760,95,12.700002,-0.999998,237,5.8,8.1,9.09,7.55,994,7.1,7.3,Moderada
277.799988,100400,78,8.700002,0.8,282,9.6,11.9,8.33,6.24,1001.3,5.2,7.3,Moderada
276.199982,100850,73,7.300003,-2.1,261,7.9,9.7,10,6.97,1006.8,3.8,7.3,Moderada
276.399994,101210,70,5.7,-1.599998,249,9.8,12.1,10.81,7.11,1010.2,5,7.3,Moderada
276.399994,101410,67,3.100002,-2,275,5.9,8.5,10.81,7.11,1013.6,4.3,7.3,Moderada
275.099976,101560,72,0.400002,-0.699997,245,3.9,5.5,10,7.16,1015.3,3.9,7.3,Moderada
276.299988,101460,70,-1.799997,0.200002,212,1.9,3.1,9.09,7.33,1014.8,3.7,7.3,Media
276.199982,101330,75,-4.399999,-0.299998,134,2.1,3.6,10.81,7.29,1014,3.9,7.3,Media
276.899994,101300,73,-4.299998,2.400002,111,2.1,3.4,10,7.1,1013,3.9,7.3,Media
277.200012,101180,76,-2.8,2.6,168,2.1,3.7,9.09,7.2,1012.6,4,7.3,Baja
278.399994,101100,71,-8.3,2.600002,108,6.4,8.4,10,6.4,1011.8,4.6,7.3,Media
279.700012,100690,81,-14.6,3.700001,107,11.8,14.2,5.56,4.68,1009.9,5.7,7.2,Moderada
280.100006,100410,93,-10.499998,6.5,100,14.6,17.1,7.69,5.86,1006.6,6,7.2,Moderada
280,100560,97,-1.1,6.9,201,10.8,12.9,8.33,6.43,1004.7,7.1,7.2,Moderada
279.299988,100540,93,1.800002,5.100001,184,5.7,7.3,8.33,6.8,1007.3,7,7.2,Moderada
279.099976,100790,100,3.900002,4.800002,149,3.2,4.1,9.09,7.45,1007.9,7,7.2,Moderada
278.299988,101310,92,4.9,7.100001,217,8.2,10.3,10,7.14,?,7.3,7.3,Moderada
278.600006,101570,82,4.100001,8,213,7.2,8.7,10,6.52,?,7.1,7.2,Media
278.700012,101960,82,0.200002,6.7,189,6.3,7.9,9.09,6.82,1023.3,7,7.2,Media
280.399963,101960,74,-2.3,8.200002,166,7.7,9,10,6.29,?,7.5,7.2,Media
280,102150,80,-4.899999,6.1,164,6.9,8.3,9.09,6.22,?,7.1,7.2,Media
279.499969,102320,81,-4.199998,6.700002,138,5.5,6.5,10,6.74,?,7,7.2,Media
279.699982,102620,82,-6.099997,2.3,140,4.2,5.5,11.43,6.57,?,7,7.2,Media
279.999969,102660,80,-9.1,0.900002,119,6,8,8.33,5.94,?,6.5,7.2,Media
279,102300,78,-14.7,-2,87,10.7,12.8,8.33,5.25,?,6.2,7.2,Moderada
280.399994,101660,74,-20.9,-2.4,79,14,16.5,6.67,5.48,?,6.6,7.2,Moderada
280.600006,101370,84,-18.4,-0.8,89,14.7,17.7,8.33,6.44,?,6.9,7.1,MuyAlta
281.100006,101260,90,-12.5,-0.899998,86,12.4,14.5,9.09,6.7,?,6.8,7,Moderada
280.200012,101000,95,-11.9,-4.7,83,12.8,15.4,8.33,6.35,?,6.8,7,Moderada
281.200012,100570,76,-12.6,-7.599998,56,11.7,13.8,9.09,6.79,?,6.5,7,MuyAlta
279.999969,100430,77,-14.299998,-7.2,62,13.3,16.6,14.81,7.66,?,6.6,7,MuyAlta
279.999969,100450,81,-9.6,-3.699998,76,11.3,14.3,14.81,7.99,?,6.8,7,MuyAlta
278.899994,100580,83,-13.399999,-2.799997,80,10,12.6,14.81,7.9,?,5.9,6.8,MuyAlta
278.899994,100650,75,-10.8,-5.199998,63,9.4,11.3,9.09,7.61,?,5.1,6.9,Moderada
277.899994,100740,78,-12.099998,-4.4,83,11.6,14.1,9.09,7.49,?,5.6,7,Moderada
278.899994,100690,71,-9.699999,-2.1,67,8.8,10.7,12.12,6.46,?,4.8,7.2,Moderada
278.799988,100670,83,-11.399999,-0.599997,74,8.4,10.2,7.69,6.74,?,5.2,7.2,Moderada
279.600006,100790,86,-10.099998,0.800003,78,9,10.9,11.43,6.04,?,5.7,7.1,Media
279.899963,101040,83,-9.399999,1.400002,115,10.9,12.7,11.43,6,?,6.3,7.1,Moderada
280,101200,91,-6.9,3,125,7.3,8.7,7.69,6.38,?,6.9,7.1,Media
280,101420,92,-5.1,3.600002,125,6.4,7.4,10.81,6.65,?,6.9,7.1,Media
279.099976,101450,98,-5.1,0.8,117,3.8,4.5,11.43,7.08,?,6.5,7,Media
279,101390,96,-8.199999,-1.9,78,4.2,5.7,11.43,7.34,?,6.1,7,Media
279.299988,101130,90,-5.8,-4.999997,87,7.6,8.9,10.81,5.58,?,6.1,7.1,Media
277.5,100770,86,-8.999998,-7.9,73,6,7.1,10,5.81,?,5.5,7.1,Baja
277.699982,100040,82,-2.199998,-11.1,9,5.9,8.4,10.81,5.32,?,5.3,7.1,Media
277.700012,99470,74,-5.799998,-12.099998,22,7.2,8.5,5.26,4.64,?,3.4,7.1,Moderada
276.700012,98870,68,-1,-10.9,18,10.1,12.1,8.33,5.74,?,4.4,7.1,Moderada
274.799988,98590,78,-3.099998,-10.099998,19,12.5,15,10.81,6.56,?,2.7,7.1,Moderada
275.100006,98360,77,0.900002,-9.599998,9,7.7,10.8,10.81,7.22,?,1.3,7.1,MuyAlta
274.199982,98130,77,1.7,-6.699998,350,8.9,11.2,11.43,7.83,?,1,7.1,Moderada
275.599976,98080,69,4.2,-4.299998,334,8.4,11.6,10.81,7.61,?,1.1,7,Moderada
275.5,98100,74,4.800002,0.900002,203,1.8,4.9,10.81,7.92,?,1.3,7,Moderada
276.599976,98210,78,8.3,1.9,248,6.9,9.3,10,6.81,?,2.1,7,Media
276.799988,98220,71,4.100001,6,229,6,7.9,8.33,6.31,?,2.8,6.9,Moderada
276.5,98630,83,7.500001,8.300003,179,6.5,8.2,11.43,7.28,?,3.4,7,Moderada
276.299988,99000,76,3.1,7.1,194,7.5,9,11.43,6.86,?,3.9,6.9,Moderada
276.5,99410,85,6.900002,7.200002,236,8.5,10.8,9.09,6.34,?,3.5,6.9,Media
275.5,99890,76,8.5,4.7,176,7.3,8.9,12.12,6.46,?,3.8,6.8,Moderada
275.699982,100410,72,5.100001,5.3,246,5.2,6.4,11.43,6.16,?,4.1,6.8,Moderada
277.299988,100660,72,-0.7,4.600001,181,7.3,8.6,10,6.59,?,4.7,6.7,Media
278.899994,100900,80,-2.1,5,189,5.9,7.1,10,6.12,?,5.5,6.7,Media
280.399963,101070,82,-8.7,7.700002,143,7.5,8.7,?,?,?,6.4,6.7,Moderada
279.600006,100890,82,-16.1,7,124,11.6,13.8,6.25,5.8,?,6.7,6.8,Moderada
279.899963,100540,79,-19.399998,8.8,116,14.2,17.3,7.14,5.76,?,6.4,6.7,MuyAlta
280,99970,87,-18.399998,6.300002,118,14.8,18.3,10.81,7.51,?,5.9,6.7,MuyAlta
280.599976,99130,95,-13.6,4.8,105,14.3,17.3,12.12,7.86,?,6.7,6.7,MuyAlta
281.200012,98910,91,1.8,7.9,147,6,7.7,10,8.31,?,7.1,6.7,MuyAlta
279.699982,99430,96,7.5,12.500002,201,9.5,12.2,11.43,8.01,?,7.2,6.7,MuyAlta
280.399963,100050,86,0.300002,9.100001,168,6,7.5,11.43,8.32,?,6.8,6.7,MuyAlta
279.899994,100270,95,-5.2,4.2,149,3.9,5.3,12.12,8.48,?,6.5,6.7,Moderada
280.700012,100260,90,-4.499999,0.1,98,2.6,3.7,11.43,8.26,?,6.5,6.6,Moderada
280.599976,100220,95,-5.1,-2.599998,59,3.2,4.4,11.43,8.17,?,6.1,6.6,Moderada
279.999969,100050,96,-4.9,-5.699998,52,5.5,7.1,11.43,8.72,?,6.2,6.6,Moderada
279.599976,99730,100,-7.799998,-6.699998,20,11.6,14.5,11.43,6.78,?,6.1,6.7,Media
280.199982,99180,100,-5.299998,-3.8,53,8.1,10.3,10,6.03,?,6.1,6.6,Media
279.799988,98900,100,0,5.900002,193,3.9,4.8,9.09,7.04,?,6.6,6.7,Moderada
280.399994,99140,93,4.200002,11.6,193,11.1,13.6,10,5.76,?,6.8,6.7,Moderada
279.799988,99770,97,6.2,17.100002,178,10.3,12.9,9.09,6.38,?,7,6.5,Moderada
280.699982,100480,83,8.100001,15.800001,207,11.2,14.4,9.09,6.62,?,6.9,6.6,MuyAlta
279.399994,101120,87,7.800002,16.200001,209,12.2,15.5,10.81,7.32,?,7,6.4,Moderada
279.599976,101770,75,6.800002,9.200002,193,7.8,9.8,10.81,6.81,?,6.8,6.4,Moderada
279.600006,102340,75,4.600001,4.9,225,7,8.4,9.09,6.36,?,6.8,6.5,Media
280,102610,79,-1.499998,1.300002,229,2.5,4,10.81,6.84,?,6.4,6.5,Moderada
280.499969,102550,87,-11.6,1.700001,101,7.1,8.2,10,6.93,?,6.4,6.5,Moderada
280.200012,101990,91,-16.6,4.200002,106,13.2,15.9,5.56,5.5,?,6.6,6.8,Moderada
280.899994,101590,94,-19.199997,12.800001,113,14.5,17.6,7.69,5.85,?,7.6,6.4,MuyAlta
281.700012,101180,92,-13.199999,14.800001,128,15.6,19.3,9.09,7.24,?,7.6,6.6,MuyAlta
281.5,100880,86,-15.3,17.600002,132,14.5,18.6,12.12,7.96,?,7.5,6.8,MuyAlta
282.899963,100700,83,-8.399999,18.100002,148,14.7,18.6,11.43,7.99,?,8.2,6.8,MuyAlta
281.599976,101130,85,4.4,9.5,187,8.4,10.6,12.12,8.59,?,7.7,6.8,MuyAlta
280.100006,101570,79,4.100001,1.100002,255,4.7,6.4,12.9,8.76,?,6.7,6.9,MuyAlta
279.899963,101600,77,0.2,-1.9,51,2,3.7,11.43,8.43,?,6.5,6.8,Moderada
279.899994,101220,84,-6.199998,-5.999999,59,8,9.8,12.12,8.09,?,6,6.8,Moderada
280.5,100580,95,-6.8,-3,22,10.3,12.6,12.12,6.9,?,5.8,6.8,Moderada
280.399994,100280,96,0.1,-3.5,14,4.6,5.7,10.81,7.03,?,6.4,6.8,Moderada
279.100006,100290,100,8.000002,-3.8,338,11.6,13.9,10.81,5.99,?,6,6.8,Moderada
279.200012,100630,87,12.7,-4.9,308,12.1,14.7,11.43,6.03,?,6.2,6.8,Moderada
278.599976,101120,84,16.700001,-3.499999,290,12,14.3,7.14,6,?,5.5,6.8,Moderada
277.899994,101660,77,13.6,-1.499998,275,9.2,11.7,7.14,6.07,?,6.1,6.8,Media
277.999969,102000,72,8.9,0.100002,274,7.5,8.7,10,5.85,?,6.1,6.8,Media
277.899994,102230,76,3.1,0.8,274,4.7,5.6,7.69,6.3,?,6.1,6.7,Media
278.799988,102270,74,0.000002,3.800002,226,2,2.8,9.09,5.95,?,6.8,6.8,Baja
279.999969,102150,76,-9.7,3.9,109,7,8.3,10,6.06,?,6.2,6.8,Media
280.399963,101810,84,-16.899998,6.2,111,12.9,15.1,5.26,4.96,?,6.2,6.4,Moderada
280.199982,101540,89,-17.199997,5.4,106,14.7,18.2,7.69,5.98,?,6.8,6.6,MuyAlta
280.999969,101360,95,-18.099998,7.900002,111,15.8,19.1,8.33,6.72,?,7.1,6.5,MuyAlta
281.199982,101370,98,-12.399999,10.900002,121,14.5,18.4,10,6.63,?,7.5,6.4,Moderada
281.200012,101480,97,-7.5,12.500002,143,11.6,14,9.09,6.5,?,7.8,6.5,Moderada
281.100006,101480,99,-7.399999,12.4,138,11.7,14.4,9.09,6.37,?,7.8,6.5,Moderada
281.700012,101470,96,-2.099998,13.200002,159,10.6,12.9,10,6.46,?,7.9,6.6,Moderada
281.499969,101940,92,-0.399998,9.600001,173,6.2,7.7,10,6.87,?,6.9,6.6,Moderada
281.299988,102010,93,-0.899998,5.6,156,2.1,3.1,8.33,6.86,?,6.8,6.7,Moderada
281.100006,101950,96,-0.9,6.200002,155,5.7,6.6,8.33,7.17,?,7,6.7,Media
280.899994,101760,97,-0.9,10.200002,168,9.5,10.9,10,6.41,?,7.4,6.7,Moderada
280.299988,101910,100,3.6,8.700003,230,10.2,13.2,7.14,5.98,?,7.1,6.7,Moderada
279.399994,102280,96,6.300002,2.600002,234,4.6,5.7,9.09,6.5,?,6.6,6.6,Media
279,102590,92,4.600001,-0.599997,208,6.7,8,9.09,6.71,?,6.5,6.6,Media
278.899994,102810,93,4.000001,1.3,235,5.9,7.3,10,6.43,?,6.2,6.8,Media
278.600006,103010,90,4.000001,0.8,298,3.3,3.9,9.09,6.56,?,5.4,6.8,Media
278.399963,103110,93,-1.2,2.8,178,1.6,2.4,9.09,6.26,?,4.2,6.8,Media
278.600006,102910,86,-8.099998,6.2,122,4.3,5.8,9.09,6.84,?,4.3,6.8,Media
279.5,102380,92,-13.499998,7,121,9.7,11.8,9.09,5.07,?,6.1,6.8,Media
280.099976,101850,97,-9.899999,8.200002,119,13,16.8,6.25,5.41,?,6.2,6.8,Moderada
280.799988,101750,94,-3.7,8.500002,123,10.6,12.3,9.09,6.38,?,6.5,6.8,Moderada
280.700012,101560,92,-4.1,6.3,154,4.5,5.5,10,6.7,?,6.6,6.8,Moderada
280.299988,101480,99,-2.7,-1.3,99,1.6,2.4,10,6.86,?,6.7,6.8,Media
280.199982,101810,99,-2.8,-8,14,5.3,6.4,10.81,6.95,?,6.5,6.8,Moderada
279.299988,102350,99,-1.6,-13.5,36,10.4,12.4,10.81,5.82,?,6.5,6.7,Media
279.899963,102860,77,-0.2,-12.8,12,7.7,9.4,10.81,5.97,?,6.7,6.7,Media
279.899994,103170,70,2.4,-10.2,340,7.4,9.8,10.81,5.48,?,5.8,6.7,Media
279.700012,103360,71,1.9,-7.9,333,5.3,7.1,10,5.6,?,5.5,6.7,Baja
279.499969,103360,69,5.8,-6.3,312,5.7,7.3,10,5.22,?,5.3,6.7,Baja
278.299988,103360,72,5.400002,-5.2,297,4.4,6.2,10.81,5.48,?,4.8,6.6,Baja
278.600006,103310,72,3.5,-1.9,294,2.8,4.2,9.09,5.52,?,4.8,6.7,Baja
277.099976,103250,70,3.4,0.2,268,2.7,5.3,10,5.99,?,4,6.7,Baja
